case,event,date,numeric
3514r,register application,2017-05-22 10:17:01,1629
3514r,check credit,2017-05-22 13:17:01,1629
3514r,calculate capacity,2017-05-22 12:17:01,20629
3514r,check system,2017-05-22 18:17:01,2629
3514r,accept,2017-05-22 18:17:01,40629
3514r,send decision e-mail,2017-05-22 18:17:01,3629
3515r,register application,2017-05-23 10:17:01,1629
3515r,check credit,2017-05-23 13:56:01,1597
3515r,calculate capacity,2017-05-23 12:33:01,20874
3515r,check system,2017-05-23 18:33:01,2874
3515r,accept,2017-05-23 18:17:01,44308
3515r,send decision e-mail,2017-05-23 18:17:01,7308
3516r,register application,2017-05-23 10:17:01,5308
3516r,check credit,2017-05-23 13:17:01,5308
3516r,calculate capacity,2017-05-23 12:17:01,24308
3516r,check system,2017-05-23 18:17:01,6308
3516r,accept,2017-05-23 18:17:01,44308
3516r,send decision e-mail,2017-05-23 18:17:01,7308
3517r,register application,2017-05-23 10:17:01,5308
3517r,check credit,2017-05-23 13:17:01,5308
3517r,calculate capacity,2017-05-23 12:17:01,24308
3517r,check system,2017-05-23 18:17:01,6308
3517r,accept,2017-05-23 18:17:01,44308
3517r,send decision e-mail,2017-05-23 18:17:01,7308
3518r,register application,2017-05-23 10:17:01,5308
3518r,check credit,2017-05-23 13:17:01,5308
3518r,calculate capacity,2017-05-23 12:17:01,24308
3518r,check system,2017-05-23 18:17:01,6308
3518r,accept,2017-05-23 18:17:01,44308
3518r,send decision e-mail,2017-05-23 18:17:01,7308
3519r,register application,2017-05-23 10:17:01,5308
3519r,check credit,2017-05-23 13:17:01,5308
3519r,calculate capacity,2017-05-23 12:17:01,24308
3519r,check system,2017-05-23 18:17:01,6308
3519r,accept,2017-05-23 18:17:01,44308
3519r,send decision e-mail,2017-05-23 18:17:01,7308
3520r,register application,2017-05-23 10:17:01,5308
3520r,check credit,2017-05-23 13:17:01,5308
3520r,calculate capacity,2017-05-23 12:40:01,21120
3520r,check system,2017-05-23 18:40:01,4676
3520r,accept,2017-05-23 18:57:01,41040
3520r,send decision e-mail,2017-05-23 18:57:01,4040
3521r,register application,2017-05-23 10:57:01,2040
3521r,check credit,2017-05-23 13:57:01,2040
3521r,calculate capacity,2017-05-23 12:57:01,21040
3521r,check system,2017-05-23 18:57:01,3040
3521r,accept,2017-05-23 18:57:01,41040
3521r,send decision e-mail,2017-05-23 18:57:01,4040
3522r,register application,2017-05-24 10:57:01,2040
3522r,check credit,2017-05-24 13:57:01,2040
3522r,calculate capacity,2017-05-24 12:57:01,21040
3522r,check system,2017-05-24 18:57:01,3040
3522r,accept,2017-05-24 18:57:01,41040
3522r,send decision e-mail,2017-05-24 18:57:01,4040
3523r,register application,2017-05-24 10:57:01,2040
3523r,check credit,2017-05-24 13:57:01,2040
3523r,calculate capacity,2017-05-24 12:57:01,21040
3523r,check system,2017-05-24 18:57:01,3040
3523r,accept,2017-05-24 18:57:01,41040
3523r,send decision e-mail,2017-05-24 18:57:01,4040
3524r,register application,2017-05-24 10:57:01,2040
3524r,check credit,2017-05-24 13:57:01,2040
3524r,calculate capacity,2017-05-24 12:57:01,21040
3524r,check system,2017-05-24 18:57:01,3040
3524r,accept,2017-05-24 18:57:01,41040
3524r,send decision e-mail,2017-05-24 18:57:01,4040
3525r,register application,2017-05-24 10:57:01,2040
3525r,check credit,2017-05-24 13:57:01,2040
3525r,calculate capacity,2017-05-24 12:53:01,20415
3525r,check system,2017-05-24 18:53:01,2415
3525r,accept,2017-05-24 18:45:01,44577
3525r,send decision e-mail,2017-05-24 18:54:01,5730
3526r,register application,2017-05-24 10:54:01,3730
3526r,check credit,2017-05-24 13:54:01,3730
3526r,calculate capacity,2017-05-24 12:54:01,22730
3526r,check system,2017-05-24 18:54:01,4730
3526r,accept,2017-05-24 18:54:01,42730
3526r,send decision e-mail,2017-05-24 18:54:01,5730
3527r,register application,2017-05-24 10:54:01,3730
3527r,check credit,2017-05-24 13:54:01,3730
3527r,calculate capacity,2017-05-24 12:54:01,22730
3527r,check system,2017-05-24 18:54:01,4730
3527r,accept,2017-05-24 18:54:01,42730
3527r,send decision e-mail,2017-05-24 18:54:01,5730
3528r,register application,2017-05-24 10:54:01,3730
3528r,check credit,2017-05-24 13:54:01,3730
3528r,calculate capacity,2017-05-24 12:54:01,22730
3528r,check system,2017-05-24 18:54:01,4730
3528r,accept,2017-05-24 18:54:01,42730
3528r,send decision e-mail,2017-05-24 18:54:01,5730
3529r,register application,2017-05-25 10:54:01,3730
3529r,check credit,2017-05-25 13:54:01,3730
3529r,calculate capacity,2017-05-25 12:54:01,22730
3529r,check system,2017-05-25 18:54:01,4730
3529r,accept,2017-05-25 18:54:01,42730
3529r,send decision e-mail,2017-05-25 18:30:01,4578
3530r,register application,2017-05-25 10:49:01,1147
3530r,check credit,2017-05-25 13:23:01,2527
3530r,calculate capacity,2017-05-25 12:23:01,21527
3530r,check system,2017-05-25 18:23:01,3527
3530r,accept,2017-05-25 18:23:01,41527
3530r,send decision e-mail,2017-05-25 18:23:01,4527
3531r,register application,2017-05-25 10:23:01,2527
3531r,check credit,2017-05-25 13:23:01,2527
3531r,calculate capacity,2017-05-25 12:23:01,21527
3531r,check system,2017-05-25 18:23:01,3527
3531r,accept,2017-05-25 18:23:01,41527
3531r,send decision e-mail,2017-05-25 18:23:01,4527
3532r,register application,2017-05-25 10:23:01,2527
3532r,check credit,2017-05-25 13:23:01,2527
3532r,calculate capacity,2017-05-25 12:23:01,21527
3532r,check system,2017-05-25 18:23:01,3527
3532r,accept,2017-05-25 18:23:01,41527
3532r,send decision e-mail,2017-05-25 18:23:01,4527
3533r,register application,2017-05-25 10:23:01,2527
3533r,check credit,2017-05-25 13:23:01,2527
3533r,calculate capacity,2017-05-25 12:23:01,21527
3533r,check system,2017-05-25 18:23:01,3527
3533r,accept,2017-05-25 18:23:01,41527
3533r,send decision e-mail,2017-05-25 18:23:01,4527
3534r,register application,2017-05-25 10:23:01,2527
3534r,check credit,2017-05-25 13:23:01,2527
3534r,calculate capacity,2017-05-25 12:23:01,21527
3534r,check system,2017-05-25 18:23:01,3527
3534r,accept,2017-05-25 18:23:01,41527
3534r,send decision e-mail,2017-05-25 18:23:01,4527
3535r,register application,2017-05-25 10:33:01,3753
3535r,check credit,2017-05-25 13:01:01,1646
3535r,calculate capacity,2017-05-25 12:27:01,21592
3535r,check system,2017-05-25 18:27:01,3592
3535r,accept,2017-05-25 18:27:01,41592
3535r,send decision e-mail,2017-05-25 18:27:01,4592
3536r,register application,2017-05-26 10:27:01,2592
3536r,check credit,2017-05-26 13:27:01,2592
3536r,calculate capacity,2017-05-26 12:27:01,21592
3536r,check system,2017-05-26 18:27:01,3592
3536r,accept,2017-05-26 18:27:01,41592
3536r,send decision e-mail,2017-05-26 18:27:01,4592
3537r,register application,2017-05-26 10:27:01,2592
3537r,check credit,2017-05-26 13:27:01,2592
3537r,calculate capacity,2017-05-26 12:27:01,21592
3537r,check system,2017-05-26 18:27:01,3592
3537r,accept,2017-05-26 18:27:01,41592
3537r,send decision e-mail,2017-05-26 18:27:01,4592
3538r,register application,2017-05-26 10:27:01,2592
3538r,check credit,2017-05-26 13:27:01,2592
3538r,calculate capacity,2017-05-26 12:27:01,21592
3538r,check system,2017-05-26 18:27:01,3592
3538r,accept,2017-05-26 18:27:01,41592
3538r,send decision e-mail,2017-05-26 18:27:01,4592
3539r,register application,2017-05-26 10:27:01,2592
3539r,check credit,2017-05-26 13:27:01,2592
3539r,calculate capacity,2017-05-26 12:27:01,21592
3539r,check system,2017-05-26 18:27:01,3592
3539r,accept,2017-05-26 18:27:01,41592
3539r,send decision e-mail,2017-05-26 18:57:01,6780
3540r,register application,2017-05-26 10:23:01,1556
3540r,check credit,2017-05-26 13:14:01,2323
3540r,calculate capacity,2017-05-26 12:14:01,21323
3540r,check system,2017-05-26 18:14:01,3323
3540r,accept,2017-05-26 18:14:01,41323
3540r,send decision e-mail,2017-05-26 18:14:01,4323
3541r,register application,2017-05-26 10:14:01,2323
3541r,check credit,2017-05-26 13:14:01,2323
3541r,calculate capacity,2017-05-26 12:14:01,21323
3541r,check system,2017-05-26 18:14:01,3323
3541r,accept,2017-05-26 18:14:01,41323
3541r,send decision e-mail,2017-05-26 18:14:01,4323
3542r,register application,2017-05-26 10:14:01,2323
3542r,check credit,2017-05-26 13:14:01,2323
3542r,calculate capacity,2017-05-26 12:14:01,21323
3542r,check system,2017-05-26 18:14:01,3323
3542r,accept,2017-05-26 18:14:01,41323
3542r,send decision e-mail,2017-05-26 18:14:01,4323
3543r,register application,2017-05-27 10:14:01,2323
3543r,check credit,2017-05-27 13:14:01,2323
3543r,calculate capacity,2017-05-27 12:14:01,21323
3543r,check system,2017-05-27 18:14:01,3323
3543r,accept,2017-05-27 18:14:01,41323
3543r,send decision e-mail,2017-05-27 18:14:01,4323
3544r,register application,2017-05-27 10:14:01,2323
3544r,check credit,2017-05-27 13:14:01,2323
3544r,calculate capacity,2017-05-27 12:14:01,21323
3544r,check system,2017-05-27 18:14:01,3323
3544r,accept,2017-05-27 18:14:01,41323
3544r,send decision e-mail,2017-05-27 18:14:01,4323
3545r,register application,2017-05-27 10:41:01,5428
3545r,check credit,2017-05-27 13:37:01,5974
3545r,calculate capacity,2017-05-27 12:37:01,24974
3545r,check system,2017-05-27 18:37:01,6974
3545r,accept,2017-05-27 18:37:01,44974
3545r,send decision e-mail,2017-05-27 18:37:01,7974
3546r,register application,2017-05-27 10:37:01,5974
3546r,check credit,2017-05-27 13:37:01,5974
3546r,calculate capacity,2017-05-27 12:37:01,24974
3546r,check system,2017-05-27 18:37:01,6974
3546r,accept,2017-05-27 18:37:01,44974
3546r,send decision e-mail,2017-05-27 18:37:01,7974
3547r,register application,2017-05-27 10:37:01,5974
3547r,check credit,2017-05-27 13:37:01,5974
3547r,calculate capacity,2017-05-27 12:37:01,24974
3547r,check system,2017-05-27 18:37:01,6974
3547r,accept,2017-05-27 18:37:01,44974
3547r,send decision e-mail,2017-05-27 18:37:01,7974
3548r,register application,2017-05-27 10:37:01,5974
3548r,check credit,2017-05-27 13:37:01,5974
3548r,calculate capacity,2017-05-27 12:37:01,24974
3548r,check system,2017-05-27 18:37:01,6974
3548r,accept,2017-05-27 18:37:01,44974
3548r,send decision e-mail,2017-05-27 18:37:01,7974
3549r,register application,2017-05-27 10:37:01,5974
3549r,check credit,2017-05-27 13:37:01,5974
3549r,calculate capacity,2017-05-27 12:37:01,24974
3549r,check system,2017-05-27 18:37:01,6974
3549r,accept,2017-05-27 18:37:01,44974
3549r,send decision e-mail,2017-05-27 18:10:01,7158
3550r,register application,2017-05-28 10:04:01,5148
3550r,check credit,2017-05-28 13:19:01,2207
3550r,calculate capacity,2017-05-28 12:19:01,21207
3550r,check system,2017-05-28 18:19:01,3207
3550r,accept,2017-05-28 18:19:01,41207
3550r,send decision e-mail,2017-05-28 18:19:01,4207
3551r,register application,2017-05-28 10:19:01,2207
3551r,check credit,2017-05-28 13:19:01,2207
3551r,calculate capacity,2017-05-28 12:19:01,21207
3551r,check system,2017-05-28 18:19:01,3207
3551r,accept,2017-05-28 18:19:01,41207
3551r,send decision e-mail,2017-05-28 18:19:01,4207
3552r,register application,2017-05-28 10:19:01,2207
3552r,check credit,2017-05-28 13:19:01,2207
3552r,calculate capacity,2017-05-28 12:19:01,21207
3552r,check system,2017-05-28 18:19:01,3207
3552r,accept,2017-05-28 18:19:01,41207
3552r,send decision e-mail,2017-05-28 18:19:01,4207
3553r,register application,2017-05-28 10:19:01,2207
3553r,check credit,2017-05-28 13:19:01,2207
3553r,calculate capacity,2017-05-28 12:19:01,21207
3553r,check system,2017-05-28 18:19:01,3207
3553r,accept,2017-05-28 18:19:01,41207
3553r,send decision e-mail,2017-05-28 18:19:01,4207
3554r,register application,2017-05-28 10:19:01,2207
3554r,check credit,2017-05-28 13:19:01,2207
3554r,calculate capacity,2017-05-28 12:19:01,21207
3554r,check system,2017-05-28 18:19:01,3207
3554r,accept,2017-05-28 18:19:01,41207
3554r,send decision e-mail,2017-05-28 18:19:01,4207
3555r,register application,2017-05-28 10:22:01,5654
3555r,check credit,2017-05-28 13:25:01,5856
3555r,calculate capacity,2017-05-28 12:46:01,23798
3555r,check system,2017-05-28 18:46:01,5798
3555r,accept,2017-05-28 18:46:01,43798
3555r,send decision e-mail,2017-05-28 18:46:01,6798
3556r,register application,2017-05-28 10:46:01,4798
3556r,check credit,2017-05-28 13:46:01,4798
3556r,calculate capacity,2017-05-28 12:46:01,23798
3556r,check system,2017-05-28 18:46:01,5798
3556r,accept,2017-05-28 18:46:01,43798
3556r,send decision e-mail,2017-05-28 18:46:01,6798
3557r,register application,2017-05-29 10:46:01,4798
3557r,check credit,2017-05-29 13:46:01,4798
3557r,calculate capacity,2017-05-29 12:46:01,23798
3557r,check system,2017-05-29 18:46:01,5798
3557r,accept,2017-05-29 18:46:01,43798
3557r,send decision e-mail,2017-05-29 18:46:01,6798
3558r,register application,2017-05-29 10:46:01,4798
3558r,check credit,2017-05-29 13:46:01,4798
3558r,calculate capacity,2017-05-29 12:46:01,23798
3558r,check system,2017-05-29 18:46:01,5798
3558r,accept,2017-05-29 18:46:01,43798
3558r,send decision e-mail,2017-05-29 18:46:01,6798
3559r,register application,2017-05-29 10:46:01,4798
3559r,check credit,2017-05-29 13:46:01,4798
3559r,calculate capacity,2017-05-29 12:46:01,23798
3559r,check system,2017-05-29 18:46:01,5798
3559r,accept,2017-05-29 18:46:01,43798
3559r,send decision e-mail,2017-05-29 18:46:01,6798
3560r,register application,2017-05-29 10:46:01,4798
3560r,check credit,2017-05-29 13:51:01,3306
3560r,calculate capacity,2017-05-29 12:51:01,22306
3560r,check system,2017-05-29 18:48:01,5721
3560r,accept,2017-05-29 18:48:01,43721
3560r,send decision e-mail,2017-05-29 18:48:01,6721
3561r,register application,2017-05-29 10:48:01,4721
3561r,check credit,2017-05-29 13:48:01,4721
3561r,calculate capacity,2017-05-29 12:48:01,23721
3561r,check system,2017-05-29 18:48:01,5721
3561r,accept,2017-05-29 18:48:01,43721
3561r,send decision e-mail,2017-05-29 18:48:01,6721
3562r,register application,2017-05-29 10:48:01,4721
3562r,check credit,2017-05-29 13:48:01,4721
3562r,calculate capacity,2017-05-29 12:48:01,23721
3562r,check system,2017-05-29 18:48:01,5721
3562r,accept,2017-05-29 18:48:01,43721
3562r,send decision e-mail,2017-05-29 18:48:01,6721
3563r,register application,2017-05-29 10:48:01,4721
3563r,check credit,2017-05-29 13:48:01,4721
3563r,calculate capacity,2017-05-29 12:48:01,23721
3563r,check system,2017-05-29 18:48:01,5721
3563r,accept,2017-05-29 18:48:01,43721
3563r,send decision e-mail,2017-05-29 18:48:01,6721
3564r,register application,2017-05-30 10:48:01,4721
3564r,check credit,2017-05-30 13:48:01,4721
3564r,calculate capacity,2017-05-30 12:48:01,23721
3564r,check system,2017-05-30 18:48:01,5721
3564r,accept,2017-05-30 18:48:01,43721
3564r,send decision e-mail,2017-05-30 18:48:01,6721
3565r,register application,2017-05-30 10:05:01,1181
3565r,check credit,2017-05-30 13:25:01,4538
3565r,calculate capacity,2017-05-30 12:25:01,23538
3565r,check system,2017-05-30 18:25:01,5538
3565r,accept,2017-05-30 18:25:01,43538
3565r,send decision e-mail,2017-05-30 18:25:01,6538
3566r,register application,2017-05-30 10:25:01,4538
3566r,check credit,2017-05-30 13:25:01,4538
3566r,calculate capacity,2017-05-30 12:25:01,23538
3566r,check system,2017-05-30 18:25:01,5538
3566r,accept,2017-05-30 18:25:01,43538
3566r,send decision e-mail,2017-05-30 18:25:01,6538
3567r,register application,2017-05-30 10:25:01,4538
3567r,check credit,2017-05-30 13:25:01,4538
3567r,calculate capacity,2017-05-30 12:25:01,23538
3567r,check system,2017-05-30 18:25:01,5538
3567r,accept,2017-05-30 18:25:01,43538
3567r,send decision e-mail,2017-05-30 18:25:01,6538
3568r,register application,2017-05-30 10:25:01,4538
3568r,check credit,2017-05-30 13:25:01,4538
3568r,calculate capacity,2017-05-30 12:25:01,23538
3568r,check system,2017-05-30 18:25:01,5538
3568r,accept,2017-05-30 18:25:01,43538
3568r,send decision e-mail,2017-05-30 18:25:01,6538
3569r,register application,2017-05-30 10:25:01,4538
3569r,check credit,2017-05-30 13:25:01,4538
3569r,calculate capacity,2017-05-30 12:25:01,23538
3569r,check system,2017-05-30 18:25:01,5538
3569r,accept,2017-05-30 18:25:01,43538
3569r,send decision e-mail,2017-05-30 18:26:01,7178
3570r,register application,2017-05-30 10:54:01,3349
3570r,check credit,2017-05-30 13:15:01,5069
3570r,calculate capacity,2017-05-30 12:15:01,24069
3570r,check system,2017-05-30 18:15:01,6069
3570r,accept,2017-05-30 18:15:01,44069
3570r,send decision e-mail,2017-05-30 18:15:01,7069
3571r,register application,2017-06-01 10:15:01,5069
3571r,check credit,2017-06-01 13:15:01,5069
3571r,calculate capacity,2017-06-01 12:15:01,24069
3571r,check system,2017-06-01 18:15:01,6069
3571r,accept,2017-06-01 18:15:01,44069
3571r,send decision e-mail,2017-06-01 18:15:01,7069
3572r,register application,2017-06-01 10:15:01,5069
3572r,check credit,2017-06-01 13:15:01,5069
3572r,calculate capacity,2017-06-01 12:15:01,24069
3572r,check system,2017-06-01 18:15:01,6069
3572r,accept,2017-06-01 18:15:01,44069
3572r,send decision e-mail,2017-06-01 18:15:01,7069
3573r,register application,2017-06-01 10:15:01,5069
3573r,check credit,2017-06-01 13:15:01,5069
3573r,calculate capacity,2017-06-01 12:15:01,24069
3573r,check system,2017-06-01 18:15:01,6069
3573r,accept,2017-06-01 18:15:01,44069
3573r,send decision e-mail,2017-06-01 18:15:01,7069
3574r,register application,2017-06-01 10:15:01,5069
3574r,check credit,2017-06-01 13:15:01,5069
3574r,calculate capacity,2017-06-01 12:15:01,24069
3574r,check system,2017-06-01 18:15:01,6069
3574r,accept,2017-06-01 18:15:01,44069
3574r,send decision e-mail,2017-06-01 18:15:01,7069
3575r,register application,2017-06-01 10:15:01,5069
3575r,check credit,2017-06-01 13:24:01,6206
3575r,calculate capacity,2017-06-01 12:31:01,24175
3575r,check system,2017-06-01 18:58:01,5646
3575r,accept,2017-06-01 18:58:01,43646
3575r,send decision e-mail,2017-06-01 18:58:01,6646
3576r,register application,2017-06-01 10:58:01,4646
3576r,check credit,2017-06-01 13:58:01,4646
3576r,calculate capacity,2017-06-01 12:58:01,23646
3576r,check system,2017-06-01 18:58:01,5646
3576r,accept,2017-06-01 18:58:01,43646
3576r,send decision e-mail,2017-06-01 18:58:01,6646
3577r,register application,2017-06-01 10:58:01,4646
3577r,check credit,2017-06-01 13:58:01,4646
3577r,calculate capacity,2017-06-01 12:58:01,23646
3577r,check system,2017-06-01 18:58:01,5646
3577r,accept,2017-06-01 18:58:01,43646
3577r,send decision e-mail,2017-06-01 18:58:01,6646
3578r,register application,2017-06-02 10:58:01,4646
3578r,check credit,2017-06-02 13:58:01,4646
3578r,calculate capacity,2017-06-02 12:58:01,23646
3578r,check system,2017-06-02 18:58:01,5646
3578r,accept,2017-06-02 18:58:01,43646
3578r,send decision e-mail,2017-06-02 18:58:01,6646
3579r,register application,2017-06-02 10:58:01,4646
3579r,check credit,2017-06-02 13:58:01,4646
3579r,calculate capacity,2017-06-02 12:58:01,23646
3579r,check system,2017-06-02 18:58:01,5646
3579r,accept,2017-06-02 18:58:01,43646
3579r,send decision e-mail,2017-06-02 18:58:01,6646
3580r,register application,2017-06-02 10:46:01,1766
3580r,check credit,2017-06-02 13:52:01,1268
3580r,calculate capacity,2017-06-02 12:26:01,23142
3580r,check system,2017-06-02 18:26:01,5142
3580r,accept,2017-06-02 18:26:01,43142
3580r,send decision e-mail,2017-06-02 18:26:01,6142
3581r,register application,2017-06-02 10:26:01,4142
3581r,check credit,2017-06-02 13:26:01,4142
3581r,calculate capacity,2017-06-02 12:26:01,23142
3581r,check system,2017-06-02 18:26:01,5142
3581r,accept,2017-06-02 18:26:01,43142
3581r,send decision e-mail,2017-06-02 18:26:01,6142
3582r,register application,2017-06-02 10:26:01,4142
3582r,check credit,2017-06-02 13:26:01,4142
3582r,calculate capacity,2017-06-02 12:26:01,23142
3582r,check system,2017-06-02 18:26:01,5142
3582r,accept,2017-06-02 18:26:01,43142
3582r,send decision e-mail,2017-06-02 18:26:01,6142
3583r,register application,2017-06-02 10:26:01,4142
3583r,check credit,2017-06-02 13:26:01,4142
3583r,calculate capacity,2017-06-02 12:26:01,23142
3583r,check system,2017-06-02 18:26:01,5142
3583r,accept,2017-06-02 18:26:01,43142
3583r,send decision e-mail,2017-06-02 18:26:01,6142
3584r,register application,2017-06-02 10:26:01,4142
3584r,check credit,2017-06-02 13:26:01,4142
3584r,calculate capacity,2017-06-02 12:26:01,23142
3584r,check system,2017-06-02 18:26:01,5142
3584r,accept,2017-06-02 18:26:01,43142
3584r,send decision e-mail,2017-06-02 18:26:01,6142
3585r,register application,2017-06-03 10:27:01,3086
3585r,check credit,2017-06-03 13:18:01,4229
3585r,calculate capacity,2017-06-03 12:18:01,23229
3585r,check system,2017-06-03 18:40:01,7167
3585r,accept,2017-06-03 18:40:01,45167
3585r,send decision e-mail,2017-06-03 18:40:01,8167
3586r,register application,2017-06-03 10:40:01,6167
3586r,check credit,2017-06-03 13:40:01,6167
3586r,calculate capacity,2017-06-03 12:40:01,25167
3586r,check system,2017-06-03 18:40:01,7167
3586r,accept,2017-06-03 18:40:01,45167
3586r,send decision e-mail,2017-06-03 18:40:01,8167
3587r,register application,2017-06-03 10:40:01,6167
3587r,check credit,2017-06-03 13:40:01,6167
3587r,calculate capacity,2017-06-03 12:40:01,25167
3587r,check system,2017-06-03 18:40:01,7167
3587r,accept,2017-06-03 18:40:01,45167
3587r,send decision e-mail,2017-06-03 18:40:01,8167
3588r,register application,2017-06-03 10:40:01,6167
3588r,check credit,2017-06-03 13:40:01,6167
3588r,calculate capacity,2017-06-03 12:40:01,25167
3588r,check system,2017-06-03 18:40:01,7167
3588r,accept,2017-06-03 18:40:01,45167
3588r,send decision e-mail,2017-06-03 18:40:01,8167
3589r,register application,2017-06-03 10:40:01,6167
3589r,check credit,2017-06-03 13:40:01,6167
3589r,calculate capacity,2017-06-03 12:40:01,25167
3589r,check system,2017-06-03 18:40:01,7167
3589r,accept,2017-06-03 18:40:01,45167
3589r,send decision e-mail,2017-06-03 18:40:01,8167
3590r,register application,2017-06-03 10:02:01,1988
3590r,check credit,2017-06-03 13:29:01,5335
3590r,calculate capacity,2017-06-03 12:29:01,24335
3590r,check system,2017-06-03 18:29:01,6335
3590r,accept,2017-06-03 18:29:01,44335
3590r,send decision e-mail,2017-06-03 18:29:01,7335
3591r,register application,2017-06-03 10:29:01,5335
3591r,check credit,2017-06-03 13:29:01,5335
3591r,calculate capacity,2017-06-03 12:29:01,24335
3591r,check system,2017-06-03 18:29:01,6335
3591r,accept,2017-06-03 18:29:01,44335
3591r,send decision e-mail,2017-06-03 18:29:01,7335
3592r,register application,2017-06-04 10:29:01,5335
3592r,check credit,2017-06-04 13:29:01,5335
3592r,calculate capacity,2017-06-04 12:29:01,24335
3592r,check system,2017-06-04 18:29:01,6335
3592r,accept,2017-06-04 18:29:01,44335
3592r,send decision e-mail,2017-06-04 18:29:01,7335
3593r,register application,2017-06-04 10:29:01,5335
3593r,check credit,2017-06-04 13:29:01,5335
3593r,calculate capacity,2017-06-04 12:29:01,24335
3593r,check system,2017-06-04 18:29:01,6335
3593r,accept,2017-06-04 18:29:01,44335
3593r,send decision e-mail,2017-06-04 18:29:01,7335
3594r,register application,2017-06-04 10:29:01,5335
3594r,check credit,2017-06-04 13:29:01,5335
3594r,calculate capacity,2017-06-04 12:29:01,24335
3594r,check system,2017-06-04 18:29:01,6335
3594r,accept,2017-06-04 18:29:01,44335
3594r,send decision e-mail,2017-06-04 18:29:01,7335
3595r,register application,2017-06-04 10:23:01,1401
3595r,check credit,2017-06-04 13:23:01,1401
3595r,calculate capacity,2017-06-04 12:22:01,24900
3595r,check system,2017-06-04 18:22:01,6900
3595r,accept,2017-06-04 18:22:01,44900
3595r,send decision e-mail,2017-06-04 18:22:01,7900
3596r,register application,2017-06-04 10:22:01,5900
3596r,check credit,2017-06-04 13:22:01,5900
3596r,calculate capacity,2017-06-04 12:22:01,24900
3596r,check system,2017-06-04 18:22:01,6900
3596r,accept,2017-06-04 18:22:01,44900
3596r,send decision e-mail,2017-06-04 18:22:01,7900
3597r,register application,2017-06-04 10:22:01,5900
3597r,check credit,2017-06-04 13:22:01,5900
3597r,calculate capacity,2017-06-04 12:22:01,24900
3597r,check system,2017-06-04 18:22:01,6900
3597r,accept,2017-06-04 18:22:01,44900
3597r,send decision e-mail,2017-06-04 18:22:01,7900
3598r,register application,2017-06-04 10:22:01,5900
3598r,check credit,2017-06-04 13:22:01,5900
3598r,calculate capacity,2017-06-04 12:22:01,24900
3598r,check system,2017-06-04 18:22:01,6900
3598r,accept,2017-06-04 18:22:01,44900
3598r,send decision e-mail,2017-06-04 18:22:01,7900
3599r,register application,2017-06-05 10:22:01,5900
3599r,check credit,2017-06-05 13:22:01,5900
3599r,calculate capacity,2017-06-05 12:22:01,24900
3599r,check system,2017-06-05 18:22:01,6900
3599r,accept,2017-06-05 18:22:01,44900
3599r,send decision e-mail,2017-06-05 18:22:01,7900
3600r,register application,2017-06-05 10:21:01,2128
3600r,check credit,2017-06-05 13:53:01,2678
3600r,calculate capacity,2017-06-05 12:34:01,24813
3600r,check system,2017-06-05 18:34:01,6813
3600r,accept,2017-06-05 18:34:01,44813
3600r,send decision e-mail,2017-06-05 18:34:01,7813
3601r,register application,2017-06-05 10:34:01,5813
3601r,check credit,2017-06-05 13:34:01,5813
3601r,calculate capacity,2017-06-05 12:34:01,24813
3601r,check system,2017-06-05 18:34:01,6813
3601r,accept,2017-06-05 18:34:01,44813
3601r,send decision e-mail,2017-06-05 18:34:01,7813
3602r,register application,2017-06-05 10:34:01,5813
3602r,check credit,2017-06-05 13:34:01,5813
3602r,calculate capacity,2017-06-05 12:34:01,24813
3602r,check system,2017-06-05 18:34:01,6813
3602r,accept,2017-06-05 18:34:01,44813
3602r,send decision e-mail,2017-06-05 18:34:01,7813
3603r,register application,2017-06-05 10:34:01,5813
3603r,check credit,2017-06-05 13:34:01,5813
3603r,calculate capacity,2017-06-05 12:34:01,24813
3603r,check system,2017-06-05 18:34:01,6813
3603r,accept,2017-06-05 18:34:01,44813
3603r,send decision e-mail,2017-06-05 18:34:01,7813
3604r,register application,2017-06-05 10:34:01,5813
3604r,check credit,2017-06-05 13:34:01,5813
3604r,calculate capacity,2017-06-05 12:34:01,24813
3604r,check system,2017-06-05 18:34:01,6813
3604r,accept,2017-06-05 18:34:01,44813
3604r,send decision e-mail,2017-06-05 18:34:01,7813
3605r,register application,2017-06-05 10:22:01,5260
3605r,check credit,2017-06-05 13:58:01,3165
3605r,calculate capacity,2017-06-05 12:58:01,22165
3605r,check system,2017-06-05 18:24:01,6079
3605r,accept,2017-06-05 18:24:01,44079
3605r,send decision e-mail,2017-06-05 18:24:01,7079
3606r,register application,2017-06-06 10:24:01,5079
3606r,check credit,2017-06-06 13:24:01,5079
3606r,calculate capacity,2017-06-06 12:24:01,24079
3606r,check system,2017-06-06 18:24:01,6079
3606r,accept,2017-06-06 18:24:01,44079
3606r,send decision e-mail,2017-06-06 18:24:01,7079
3607r,register application,2017-06-06 10:24:01,5079
3607r,check credit,2017-06-06 13:24:01,5079
3607r,calculate capacity,2017-06-06 12:24:01,24079
3607r,check system,2017-06-06 18:24:01,6079
3607r,accept,2017-06-06 18:24:01,44079
3607r,send decision e-mail,2017-06-06 18:24:01,7079
3608r,register application,2017-06-06 10:24:01,5079
3608r,check credit,2017-06-06 13:24:01,5079
3608r,calculate capacity,2017-06-06 12:24:01,24079
